method,top1_accuracy,margin_median,margin_mean,n_runs,n_unknown_points,n_possible_combinations,requested_sampling_iterations,used_sampling_iterations,sampling_mode,sample_size,scenario,model_type,output_dir
centroid_distance,1.0,0.1031563104105266,0.1031563104105266,1,20,1,5000,1,exhaustive_unique,20,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
dihs,1.0,0.299724129322262,0.299724129322262,1,20,1,5000,1,exhaustive_unique,20,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
mahalanobis_distance,1.0,0.1869881989928412,0.1869881989928412,1,20,1,5000,1,exhaustive_unique,20,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
single_cut_coassociation,1.0,0.01,0.01,1,20,1,5000,1,exhaustive_unique,20,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
centroid_distance,0.75,0.084421757352339,0.0870358647508864,20,20,20,5000,20,exhaustive_unique,1,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
dihs,1.0,0.1830781717760929,0.1710716477418976,20,20,20,5000,20,exhaustive_unique,1,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
mahalanobis_distance,0.65,0.2296455827956864,0.1998489257016778,20,20,20,5000,20,exhaustive_unique,1,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
single_cut_coassociation,0.7,0.0125,0.0158333333333333,20,20,20,5000,20,exhaustive_unique,1,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
centroid_distance,0.7473684210526316,0.1052139267000042,0.0942042529609505,190,20,190,5000,190,exhaustive_unique,2,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
dihs,1.0,0.2107252466521732,0.2095730817977751,190,20,190,5000,190,exhaustive_unique,2,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
mahalanobis_distance,0.7105263157894737,0.2102170715589519,0.2011395122311465,190,20,190,5000,190,exhaustive_unique,2,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
single_cut_coassociation,0.9263157894736842,0.0125,0.0136293859649122,190,20,190,5000,190,exhaustive_unique,2,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
centroid_distance,0.7903508771929825,0.1012758408510534,0.0935967508128392,1140,20,1140,5000,1140,exhaustive_unique,3,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
dihs,1.0,0.2406389196448093,0.2370482818074685,1140,20,1140,5000,1140,exhaustive_unique,3,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
mahalanobis_distance,0.7333333333333333,0.2058439042787418,0.1942331314075367,1140,20,1140,5000,1140,exhaustive_unique,3,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
single_cut_coassociation,0.950877192982456,0.0097222222222222,0.013010477582846,1140,20,1140,5000,1140,exhaustive_unique,3,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
centroid_distance,0.8113519091847265,0.0969281912337025,0.0918793337603908,4845,20,4845,5000,4845,exhaustive_unique,4,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
dihs,1.0,0.2638000953121117,0.2618009166476983,4845,20,4845,5000,4845,exhaustive_unique,4,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
mahalanobis_distance,0.7609907120743034,0.1979779917248961,0.1883507663000175,4845,20,4845,5000,4845,exhaustive_unique,4,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
single_cut_coassociation,0.9673890608875128,0.0104166666666666,0.0128074475404196,4845,20,4845,5000,4845,exhaustive_unique,4,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
centroid_distance,0.8438,0.0944895089625298,0.0904659165976034,5000,20,15504,5000,5000,random_unique,5,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
dihs,1.0,0.2644193831536158,0.2656848730036384,5000,20,15504,5000,5000,random_unique,5,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
mahalanobis_distance,0.7906,0.1892144725193474,0.1834807147872408,5000,20,15504,5000,5000,random_unique,5,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
single_cut_coassociation,0.9856,0.0108333333333333,0.0129768333333333,5000,20,15504,5000,5000,random_unique,5,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
centroid_distance,0.868,0.0941535279699992,0.0897322119086966,5000,20,38760,5000,5000,random_unique,6,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
dihs,1.0,0.2784013751077,0.2783899643654418,5000,20,38760,5000,5000,random_unique,6,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
mahalanobis_distance,0.8192,0.1823820521205952,0.1795442558387587,5000,20,38760,5000,5000,random_unique,6,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
single_cut_coassociation,0.9932,0.0118055555555555,0.0131676388888888,5000,20,38760,5000,5000,random_unique,6,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
centroid_distance,0.8968,0.0932373760041278,0.0888704323324668,5000,20,77520,5000,5000,random_unique,7,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
dihs,1.0,0.2980317395968626,0.2971485218116909,5000,20,77520,5000,5000,random_unique,7,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
mahalanobis_distance,0.8418,0.1753526501575625,0.1762048087402076,5000,20,77520,5000,5000,random_unique,7,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
single_cut_coassociation,0.9978,0.0119047619047619,0.0128054761904761,5000,20,77520,5000,5000,random_unique,7,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
centroid_distance,0.925,0.0940627975784556,0.0897899269526356,5000,20,125970,5000,5000,random_unique,8,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
dihs,1.0,0.3042439060268338,0.3042779441155583,5000,20,125970,5000,5000,random_unique,8,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
mahalanobis_distance,0.8764,0.1749458062963526,0.1742929360817476,5000,20,125970,5000,5000,random_unique,8,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
single_cut_coassociation,0.9984,0.0119791666666666,0.0127379166666666,5000,20,125970,5000,5000,random_unique,8,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
centroid_distance,0.951,0.0948912238032919,0.0903920466299177,5000,20,167960,5000,5000,random_unique,9,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
dihs,1.0,0.3092959604438393,0.3097222942115708,5000,20,167960,5000,5000,random_unique,9,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
mahalanobis_distance,0.8978,0.1748882910710953,0.1729564348108139,5000,20,167960,5000,5000,random_unique,9,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
single_cut_coassociation,0.9996,0.0125,0.0127832407407407,5000,20,167960,5000,5000,random_unique,9,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
centroid_distance,0.9608,0.0952227200702578,0.0911422607787959,5000,20,184756,5000,5000,random_unique,10,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
dihs,1.0,0.3181642363767984,0.3179420613970046,5000,20,184756,5000,5000,random_unique,10,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
mahalanobis_distance,0.9112,0.1729764217471517,0.1730192218887269,5000,20,184756,5000,5000,random_unique,10,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
single_cut_coassociation,1.0,0.0129166666666666,0.0130543333333333,5000,20,184756,5000,5000,random_unique,10,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
centroid_distance,0.9828,0.0960666081558407,0.0933788888587142,5000,20,167960,5000,5000,random_unique,11,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
dihs,1.0,0.3250618915674743,0.3235511034782635,5000,20,167960,5000,5000,random_unique,11,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
mahalanobis_distance,0.9428,0.1745725479926392,0.1741711359143017,5000,20,167960,5000,5000,random_unique,11,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
single_cut_coassociation,1.0,0.0132575757575757,0.0130739393939393,5000,20,167960,5000,5000,random_unique,11,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
centroid_distance,0.9922,0.0993918685407461,0.0962024045227841,5000,20,125970,5000,5000,random_unique,12,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
dihs,1.0,0.3286890649732239,0.3276425539007069,5000,20,125970,5000,5000,random_unique,12,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
mahalanobis_distance,0.964,0.182227941737168,0.1788220520739775,5000,20,125970,5000,5000,random_unique,12,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
single_cut_coassociation,1.0,0.0131944444444444,0.0130208333333333,5000,20,125970,5000,5000,random_unique,12,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
centroid_distance,0.9974,0.0976071773584943,0.0955359694103023,5000,20,77520,5000,5000,random_unique,13,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
dihs,1.0,0.3316850316502584,0.3310501571137135,5000,20,77520,5000,5000,random_unique,13,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
mahalanobis_distance,0.9778,0.1768913479845374,0.1750317401096928,5000,20,77520,5000,5000,random_unique,13,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
single_cut_coassociation,1.0,0.0128205128205128,0.012765641025641,5000,20,77520,5000,5000,random_unique,13,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
centroid_distance,0.9994,0.0992245346041963,0.0980553899794663,5000,20,38760,5000,5000,random_unique,14,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
dihs,1.0,0.3352939789797151,0.3350587705311178,5000,20,38760,5000,5000,random_unique,14,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
mahalanobis_distance,0.9916,0.1808458974404578,0.1798979126188296,5000,20,38760,5000,5000,random_unique,14,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
single_cut_coassociation,1.0,0.0125,0.0124855357142857,5000,20,38760,5000,5000,random_unique,14,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
centroid_distance,1.0,0.0994480746725314,0.0986075328444435,5000,20,15504,5000,5000,random_unique,15,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
dihs,1.0,0.336070537916865,0.3364688201849729,5000,20,15504,5000,5000,random_unique,15,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
mahalanobis_distance,0.9984,0.1802879717625832,0.1799911849354651,5000,20,15504,5000,5000,random_unique,15,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
single_cut_coassociation,1.0,0.0116666666666666,0.0118536666666666,5000,20,15504,5000,5000,random_unique,15,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
centroid_distance,1.0,0.0999450442029644,0.1000742137031579,4845,20,4845,5000,4845,exhaustive_unique,16,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
dihs,1.0,0.33871391766472,0.3390497423989396,4845,20,4845,5000,4845,exhaustive_unique,16,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
mahalanobis_distance,1.0,0.1815682943973658,0.1825340125651575,4845,20,4845,5000,4845,exhaustive_unique,16,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
single_cut_coassociation,1.0,0.0111979166666666,0.0114150111799105,4845,20,4845,5000,4845,exhaustive_unique,16,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
centroid_distance,1.0,0.1002439959710592,0.1010092206424126,1140,20,1140,5000,1140,exhaustive_unique,17,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
dihs,1.0,0.3385110266942789,0.3390623187637108,1140,20,1140,5000,1140,exhaustive_unique,17,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
mahalanobis_distance,1.0,0.181935038300456,0.1839582708840238,1140,20,1140,5000,1140,exhaustive_unique,17,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
single_cut_coassociation,1.0,0.0107843137254901,0.011016726866185,1140,20,1140,5000,1140,exhaustive_unique,17,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
centroid_distance,1.0,0.1012975456418264,0.1018170175691762,190,20,190,5000,190,exhaustive_unique,18,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
dihs,1.0,0.3359296385743603,0.3359210301571957,190,20,190,5000,190,exhaustive_unique,18,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
mahalanobis_distance,1.0,0.1827759550596712,0.1851260392442078,190,20,190,5000,190,exhaustive_unique,18,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
single_cut_coassociation,1.0,0.0101851851851851,0.0103776803118908,190,20,190,5000,190,exhaustive_unique,18,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
centroid_distance,1.0,0.1011630195800283,0.1025263087639962,20,20,20,5000,20,exhaustive_unique,19,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
dihs,1.0,0.3359394929316914,0.3351484040410966,20,20,20,5000,20,exhaustive_unique,19,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
mahalanobis_distance,1.0,0.1825883755977238,0.1861216922419604,20,20,20,5000,20,exhaustive_unique,19,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
single_cut_coassociation,1.0,0.0093201754385964,0.0094188596491228,20,20,20,5000,20,exhaustive_unique,19,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
centroid_distance,1.0,0.1031563104105266,0.1031563104105266,1,20,1,5000,1,exhaustive_unique,20,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
dihs,1.0,0.3494908555886985,0.3494908555886985,1,20,1,5000,1,exhaustive_unique,20,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
mahalanobis_distance,1.0,0.1869881989928412,0.1869881989928412,1,20,1,5000,1,exhaustive_unique,20,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
single_cut_coassociation,1.0,0.00875,0.00875,1,20,1,5000,1,exhaustive_unique,20,one_sided_embedding,gaussian,./1_benchmarking_comparison/gaussian/one_sided_embedding
centroid_distance,1.0,0.6427406199173702,0.6261474239215772,20,20,20,5000,20,exhaustive_unique,1,shallow_only_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/shallow_only_overlap
dihs,1.0,0.0446470183066113,0.065758888984537,20,20,20,5000,20,exhaustive_unique,1,shallow_only_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/shallow_only_overlap
mahalanobis_distance,1.0,1.5119491552877131,1.4727533531589088,20,20,20,5000,20,exhaustive_unique,1,shallow_only_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/shallow_only_overlap
single_cut_coassociation,0.6,0.0083333333333333,0.0095833333333333,20,20,20,5000,20,exhaustive_unique,1,shallow_only_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/shallow_only_overlap
centroid_distance,1.0,0.6491370184590135,0.6400448137192869,190,20,190,5000,190,exhaustive_unique,2,shallow_only_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/shallow_only_overlap
dihs,0.9473684210526316,0.0827694915899428,0.0792950994263684,190,20,190,5000,190,exhaustive_unique,2,shallow_only_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/shallow_only_overlap
mahalanobis_distance,1.0,1.5301492928430085,1.508757728223588,190,20,190,5000,190,exhaustive_unique,2,shallow_only_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/shallow_only_overlap
